Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2015030220933,03/02/2015,02/25/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Clothing,0,Deny
2015030220963,03/02/2015,01/29/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checkpoint,Medical/Science,-,-
2015030621061,03/06/2015,01/11/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
2015062623506,03/09/2015,12/08/2014,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2015031221194,03/11/2015,12/08/2014,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,0,Deny
2015032721573,03/27/2015,03/23/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2015032721577,03/27/2015,04/30/2014,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2015040121656,03/30/2015,02/07/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
2015040221697,04/02/2015,03/19/2015,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Other,30,Approve in Full
2015040621766,04/06/2015,02/25/2015,DTW,Detroit Metropolitan Wayne County Airport,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
2015042022021,04/15/2015,03/26/2015,DTW,Detroit Metropolitan Wayne County Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny
2015042822152,04/28/2015,03/25/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle
2015050122268,04/28/2015,04/26/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2015051222468,05/08/2015,04/26/2015,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Property Damage,Checked Baggage,Other; Other,10,Settle
2015051822564,05/18/2015,05/07/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,43,Approve in Full
2015060222895,05/28/2015,05/18/2015,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,0,Deny
2015061123023,06/01/2015,05/29/2015,DTW,Detroit Metropolitan Wayne County Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Medical/Science,400,Approve in Full
2015061123036,06/01/2015,05/17/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,0,Deny
2015061123061,06/02/2015,03/21/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,16.99,Approve in Full
2015061223115,06/04/2015,04/07/2015,DTW,Detroit Metropolitan Wayne County Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items; Other; Personal Electronics,0,Deny
2015061223121,06/04/2015,04/28/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,-,-
2015061623183,06/08/2015,06/05/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2015063023553,06/24/2015,06/18/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,0,Deny
2015070123606,06/25/2015,05/09/2015,DTW,Detroit Metropolitan Wayne County Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,106.53,Settle
2015071523833,07/02/2015,05/15/2015,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,0,Deny
2015071723908,07/08/2015,06/14/2015,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Passenger Property Loss,Checkpoint,Other,-,-
2015072424218,07/13/2015,06/04/2015,DTW,Detroit Metropolitan Wayne County Airport,-,Passenger Property Loss,Checkpoint,Other,0,Deny
2015072724223,07/20/2015,07/13/2013,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"Automobile Parts & Accessories; Books, Magazines & Other; Books, Magazines & Other; Cameras; Other; Other",0,Deny
2015072724231,07/21/2015,06/27/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2015072924334,07/23/2015,07/09/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checkpoint,Medical/Science,0,Deny
2015080324473,07/28/2015,08/14/2014,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing; Currency,0,Deny
2015080624624,07/29/2015,07/04/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015081024763,08/10/2015,08/05/2015,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2015082024992,08/18/2015,07/24/2015,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny
2015082025002,08/19/2015,08/09/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2015082525070,08/20/2015,06/27/2015,DTW,Detroit Metropolitan Wayne County Airport,-,Property Damage,Checkpoint,Medical/Science,197,Approve in Full
2015090125220,08/25/2015,08/08/2015,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2015090125234,08/25/2015,08/23/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,286.49,Settle
2015092125475,09/02/2015,08/06/2015,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming,0,Deny
2015092225505,09/08/2015,08/06/2015,DTW,Detroit Metropolitan Wayne County Airport,-,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches,0,Deny
2015092325558,09/09/2015,08/25/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2015100125777,09/14/2015,09/06/2015,DTW,Detroit Metropolitan Wayne County Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Clothing,50,Approve in Full
2015100125787,09/16/2015,08/23/2015,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,-,-
2015100525878,09/16/2015,09/03/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink; Medical/Science,0,Deny
2015100625914,09/16/2015,08/30/2015,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2015112027045,11/06/2015,11/26/2013,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checkpoint,Home Decor,319.35,Approve in Full
2015110526593,11/12/2015,09/11/2015,DTW,Detroit Metropolitan Wayne County Airport,American Airlines  ,Personal Injury,Checkpoint,-,-,-
2015120427276,11/20/2015,11/08/2015,DTW,Detroit Metropolitan Wayne County Airport,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,94.34,Approve in Full
2015120427300,11/20/2015,11/05/2015,DTW,Detroit Metropolitan Wayne County Airport,UAL  ,Passenger Property Loss,Checkpoint,Clothing; Personal Electronics,-,-
2015121427509,12/01/2015,11/25/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2015120427314,12/04/2015,10/15/2015,DTW,Detroit Metropolitan Wayne County Airport,Direct Air,Passenger Property Loss,Checked Baggage,Other,0,Deny
2015122327827,12/23/2015,10/08/2015,DTW,Detroit Metropolitan Wayne County Airport,KLM Royal Dutch Airlines,Passenger Property Loss,Checked Baggage,Audio/Video; Baggage/Cases/Purses; Medical/Science,-,-
2015122327847,12/23/2015,11/26/2013,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checkpoint,Home Decor,-,-
2016010528102,12/23/2015,11/15/2015,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Property Damage,Checked Baggage,Household Items,61.27,Settle
2016011128268,12/28/2015,12/25/2015,DTW,Detroit Metropolitan Wayne County Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2016010828195,12/29/2015,12/28/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,75,Approve in Full
2016011328302,12/30/2015,12/20/2015,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency,360,Settle
2015042422111,04/20/2015,04/04/2015,EAT,Pangborn Memorial,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,500,Settle
2015070223636,06/25/2015,06/12/2015,EAT,Pangborn Memorial,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Other,0,Deny
2015072724225,07/21/2015,07/20/2015,EAT,Pangborn Memorial,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Hunting & Fishing Items,-,-
2015102326244,10/07/2015,09/12/2015,EAT,Pangborn Memorial,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015031721298,03/17/2015,03/15/2015,EAU,Chippewa Valley Regional Airport,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Jewelry & Watches,-,-
2015030621049,03/06/2015,03/03/2015,ECP,Northwest Florida Beaches International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,108,Approve in Full
2015111926997,11/03/2015,10/13/2015,ECP,Northwest Florida Beaches International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,63,Approve in Full
2015012620168,01/26/2015,01/21/2015,EGE,Eagle County Regional,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2015020320363,02/03/2015,01/26/2015,EGE,Eagle County Regional,American Airlines  ,Passenger Property Loss,Checkpoint,Home Decor,-,-
2015032621539,03/25/2015,01/26/2015,EGE,Eagle County Regional,American Airlines  ,Property Damage,Checked Baggage,Food & Drink,149,Approve in Full
2015082525068,08/19/2015,08/05/2015,EGE,Eagle County Regional,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,500,Settle
2015022520869,02/26/2015,02/14/2015,EKO,Elko Regional,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink; Other; Tools & Home Improvement Supplies,50,Approve in Full
2015080724728,08/05/2015,04/13/2015,EKO,Elko Regional,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,100,Settle
2015090125208,08/26/2015,08/14/2014,EKO,Elko Regional,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
2015010219536,01/02/2015,12/12/2014,ELM,Elmira Corning International,Allegiant Air,Property Damage,Checked Baggage,Clothing,500,Settle
2015061223133,06/02/2015,05/31/2015,ELM,Elmira Corning International,USAir  ,Passenger Property Loss,Checked Baggage,Audio/Video,78.8,Settle
2015071423779,07/01/2015,06/30/2015,ELM,Elmira Corning International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing,111.5,Settle
2015121827688,10/27/2015,10/06/2015,ELM,Elmira Corning International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2015111026801,11/04/2015,09/10/2015,ELM,Elmira Corning International,USAir  ,Property Damage,Checked Baggage,Audio/Video,0,Deny
2015122227758,12/04/2015,11/14/2015,ELM,Elmira Corning International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015010719643,01/07/2015,01/03/2015,ELP,El Paso International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2015012020000,01/20/2015,01/11/2015,ELP,El Paso International Airport,American Airlines  ,Property Damage,Checkpoint,-,0,Deny
2015020420373,02/04/2015,01/30/2015,ELP,El Paso International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,339.99,Settle
2015021220557,02/10/2015,01/30/2015,ELP,El Paso International Airport,UAL  ,Property Damage,Checkpoint,-,90,Approve in Full
2015032421455,03/24/2015,03/14/2015,ELP,El Paso International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2015033021592,03/30/2015,03/13/2015,ELP,El Paso International Airport,American Airlines  ,Property Damage,Checked Baggage,Clothing,304.99,Approve in Full
2015040221722,04/01/2015,09/05/2014,ELP,El Paso International Airport,American Airlines  ,Property Damage,Checked Baggage,-,499.99,Settle
2015062223302,06/09/2015,05/23/2015,ELP,El Paso International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing,0,Deny
2015062323349,06/10/2015,04/27/2015,ELP,El Paso International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,80,Approve in Full
2015073024373,07/24/2015,06/09/2015,ELP,El Paso International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015082125006,08/19/2015,06/23/2015,ELP,El Paso International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
